,user_id,artist_mbid,artist_name,plays
23,88b9522ad6b7125ef5b2e2a3c003dcc2aa56ec5d,28c1b7b7-355a-48b1-b2c4-75b8eb8080ef,ltj bukem,87
24,fab9520d687eb226db4d038bb9b368df9a9573ce,766a2b45-441f-4096-af05-dbbca9518c9d,phantom planet,19
25,e23125250e1fc77d96652050fcc5d8386d8bd48e,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,the stooges,7
26,842107f874c6c86dbf209d1725bc94575693f3a3,4d7928cd-7ed2-4282-8c29-c0c9f966f1bd,alice cooper,41
27,008ae9e1643d5567761d29b14b2342c381f1b703,3fb8b56c-bad0-4bbe-a7b6-b4110797ea06,ancient future,1
28,fb6d9e1a8891a75cec69b1c8c07c26e0af73dfed,1f71b007-65c1-4acf-aacc-c447538d4fe4,göran fristorp,37
29,2bac09faae104d3d3917bd0dfae6c4bb92f5a0e4,9ef8042a-2528-4f5c-b7c1-5e72b1efe170,gang starr,79
30,3dc3308b12e78b08e920102a6c0f2f81b174de50,8b477559-946e-4ef2-9fe1-446cff8fdd79,natasha bedingfield,20
31,91db872d9f8a3b7505be35b6ff49a4d467936b4e,c2314623-e863-4fde-af8c-d6e00fec5f2c,the wake,126
32,22b60c22d3ed94120a94908405fd9020edce6703,f6f2326f-6b25-4170-b89d-e235b25508e8,sigur rós,3434
33,35761b7a74e25936b05ec83e388053c98bf9a478,e938a15c-b17e-4e7a-9f68-ff0d536cab44,the jesus and mary chain,54
34,d5263f8c3d7883395de7f66b2ccfdcdebdf4b110,29762c82-bb92-4acd-b1fb-09cc4da250d2,joe satriani,208
35,f5381843c76997921231f25a64bc427999330a46,b88f21a7-a1b9-48fd-bbc4-ae758026f17f,anti-flag,243
36,20cc53cc67dc1724e758b2627d1a9871410e9dea,d09c7f3f-f8f3-46df-96aa-43af260e1ae4,brian vander ark,354
37,81232b5f9fdc9b6c7756d7f55f781e6fd206d645,410c9baf-5469-44f6-9852-826524b80c61,autechre,685
38,14752d8fb6a0366b94768b10d47df8e3f584d669,882d41ca-194d-405a-bfc5-b698ccfd77b4,do make say think,67
39,b2ae15383c3334307e736c33ca14bddb69591c22,350a221a-b1a2-4480-8697-bef1910b1063,her space holiday,152
40,39a3c634f117e97e50c61cdc27decaf2ab946dd8,e3e0abcd-7671-4482-a9d8-462f5acc9be5,incubus,42
41,4a1e0d9a62cc69f3418a6fdf40b53fc58b91e906,125948ec-7f91-4d1a-8b83-accbf50fae3d,3oh!3,130
42,4dd2de97ef334530f6f0b67f4af455e4d56f5163,782e7abe-94f7-4eaa-b602-ea57b5b0d9c1,macadamia,84
43,8d32f369f64459a0af391f58017ae2ee651a7da6,95c6190a-93e6-44c1-b53f-a102639e8e49,możdżer danielsson fresco,499
44,4b00e7d6b47790d7164f573e674f8a2dac5ff588,4f6dd51e-bfd7-4153-ace7-9316d1757a57,roots manuva,362
45,1eb3cfb343d46d402d821840b608bccc51f42bca,af8e4cc5-ef54-458d-a194-7b210acf638f,cannibal corpse,135
46,5b58fb20fe049edefeeb0564aad929fc20da0536,9a3bf45c-347d-4630-894d-7cf3e8e0b632,santana,25
47,6409cc9b8033246776d874c737bbeed395c874aa,f1726af1-e797-4679-88d7-2ef6abcbec76,blumfeld,187
48,eaafcfaac3b040839f6a3a12631e3a84e43169af,,reaction extasy trance,36
49,100ef2217fa15a1ab9d1069bd022f99edde24081,6f607087-9c46-4bb2-a884-e4efc764554c,the streets,227
50,66931ee226324ec9794c3c5b88a7ccbe881eeb57,c8bd802a-6e4a-41a4-95fa-2c1ee33f65a5,lou rawls,64
51,35a2da59fe702a5bf350b9d897ca4d55fbc5c039,0c502791-4ee9-4c5f-9696-0602b721ff3b,electric light orchestra,6
52,3c49aca724ab49b8a8b44b4eb2729531c5126165,13df2a46-f72f-40e7-aa63-26fcf62c7048,ministry,28
53,cfcdc7e81beb7d7b1f1bcb8f7848e8a54fe2ff33,c707b37e-cb5c-4694-be4d-46beefcb2475,chris rea,2
54,403c4237ab7a5f8a1ff5d2ddd835084e70c11f13,5eaf11c4-12bf-4545-929b-76f2e03ca208,john vanderslice,205
55,988dd0db153816d64f0ffed2859bdba9ebe17809,309c62ba-7a22-4277-9f67-4a162526d18a,beck,96
56,87a6344299e965082bd26cfe5acf73f9ae1258e4,351d8bdf-33a1-45e2-8c04-c85fad20da55,sarah vaughan,5
57,d2b4abf0bc20a45812123dfd69b371b92e3a743f,83e72d2b-501e-4715-9bdf-8e6ffca42881,tom vek,24
58,eb5c3e703a9ccb396f5d19f39e604e181d41cca0,481bf5f9-2e7c-4c44-b08a-05b32bc7c00d,inxs,2
59,a1cdbad33b394713eb57d1be4330a71257abca4a,a74b1b7f-71a5-4011-9441-d0b5e4122711,radiohead,270
60,56ee7a6a32c34635720b7b6ab59dbcae565b350b,0e672875-c893-4b15-b68c-6a5beac9462a,hille perl,17
61,2e90417da065baf82ced82c2eb20bfa80e62ea15,34b5a6fe-870b-479c-b216-6606fd095b34,13 & god,199
62,51f007eea0d457b3e579431084ab44becbf5a449,7364dea6-ca9a-48e3-be01-b44ad0d19897,a-ha,103
63,ccf2eb11c422993860817ac2f944c1e23c22df09,c8be19e8-b7fa-481e-b453-ee4214335824,vision divine,24
64,efff8faa6b84e2dc4b0cca95d701899785646dd0,6a5f768c-db43-461a-8e58-658084ebe84d,alice in videoland,246
65,092cd48b06c94387d543dc49f1c47db9fe0fd16a,8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,portishead,336
66,b4e03ecbd551a0471552e898b7c09fa46121e527,e31baede-2d5c-401d-aae6-4e7b8e4b2011,disco ensemble,152
67,da6b892a7ad424bcbb6ae19fba2d5841c13e63eb,cdee2787-9d93-4ae6-b60d-322e0db15ddb,victor manuelle,14
68,ec5c21fc9a5c18e7c649ed26ffef13421ea4cedd,0efe858c-89e5-4e47-906a-356fa953fd6e,editors,112
69,da98057fbb82298741e0e201611c6a6318c1c9ed,f5586dfa-7031-4af0-8042-19b6a1170389,kronos quartet,74
70,56d8c31170c2adf0b35a30c7fa0b9e3639a0dd96,d46aac8d-8f03-46da-8516-952b6ddd4eed,ravi shankar and philip glass,72
71,6939fa9644e951d407acdcfb33332f0dee5683a2,6f2dfabb-f0bb-4801-a392-592489a148e7,eva cassidy,471
72,1db008aa57eed105581b0d1ee8e077434c1127e6,e55aa79e-e1a6-4e01-81c9-d90cdbc832af,lynch.,230
73,098c921b2d3f469eeea84985e38d5723235166b8,73bc4b43-afdd-43f8-9c6b-03da2ddf09c6,mixmaster morris,728
74,293c171f6a9f9c62f8e63495c18592c86c7dfa12,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,eminem,61
75,7fa1b39d96b9dbbc1f13704b8eb2565ef6b7102c,a81259a0-a2f5-464b-866e-71220f2739f1,zz top,95
76,cc7ef87b3b7a9df6949bdf006feef60c2cff3baf,31745282-b1ea-4d62-939f-226b14d68e7c,in flames,154
77,d4f080f979d1440ea93666496ad19696a34c3424,7b2f87f6-db90-464e-a27a-deb4f7219e90,dredg,23
78,983eee09309f94f5b7fd67e0545947a51e305cc1,383f9647-eb23-4104-8a2d-c1f6d7a59bc4,stephen prina,33
79,07947fecb6528d12b5ad14869d21ebe29580a89a,a6de8ef9-b1a1-4756-97aa-481bbb8a4069,joni mitchell,572
80,892666dbe8280d46f52e939d9ea06dd6139e0945,ccfe7a3c-1a45-4984-a8d0-644549cefe61,europe,133
81,054d2f095239f87268185c4189e519ae87980741,a66999a7-ae5c-460e-ba94-1a01143ae847,snow patrol,117
82,96d70326b706219b2542a3f4f74f84d7f97ef081,31745282-b1ea-4d62-939f-226b14d68e7c,in flames,2399
83,630a0afb0525cfde902f37af23eeea72001077db,b2dbfc09-b332-408b-a235-1850e41971c5,bloodhound gang,134
84,78c5b06c2fb5283e86e6dc0643723a607438ddb5,20883363-1ea4-4d72-ad72-c0e767038f3e,the mars volta,93
85,7582e5bad85c04c58ca12e30cb4c25eaaabb7c50,a8be3422-d905-42c9-90b6-90ee45e3e938,mansun,45
86,d19b9b12371905ab70b4bf384953dc71e5aff47a,7e30debb-3308-49ab-a5ac-6d49319a5705,the bravery,25
87,f1f232c12afa0e4204c8f254a9fded478af8456a,d69ee229-2f36-494c-b104-9ae0d8be506b,level 42,44
88,b6becae4a57bbd0a0e335bc003779690cd8bd786,c3a4cc76-343e-453c-863f-88b53cd48934,martin o'donnell & michael salvatori,137
89,bd06532d8295ee46ffd6e9b8f4ad9eb6dc050b4f,f7eb3be3-1065-4a53-94d4-e2d0c15c0b33,sean kingston,32
90,36c3bf82d48d718dd8f79c1b72ca171aa359e84b,870bd642-f7e2-4712-a89f-7b1950a693ac,alice russell,541
91,b8b11b686c03949dff7b7a4fedaf558a790e7e6a,db3c0a20-bf05-4b30-ac22-f294aea24172,aimee mann,20
92,5f43effcf2e191b12ebbb5025d662a7b51991674,ef43cee7-13f5-4d10-844e-879aba3d8b19,camera obscura,118
93,3a10a6b7e1ba5ddc40bc418af38c60cb9dffff5a,5c47ccd3-3f82-46b9-96b8-efdffc83f269,de-phazz,133
94,7a7b14e6d389232897a8e2aa8c12a2fb22acce7e,1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e,stevie wonder,63
95,8b0c610d900823ddc643fbd9320ff7fdc369611b,ce6b102e-63f9-4618-a9cb-9731b5e37c4b,rytmihäiriö,331
96,ca1fe74d0bbea6f4f345cea5a2f20a88bf56c120,a66cc38c-e6cd-4725-a8fd-7d32b998347f,devotchka,34
97,7d8e40136e39f76b39af7d6f562b49a8e452bfd2,4b53d972-8b1b-479c-a2a0-6e3c3e985cfb,claudia de colombia,7
98,10213a45153f33d50f6795a731308a76c8582d22,164f0d73-1234-4e2c-8743-d77bf2191051,kanye west,555
99,bb578b85f38642706b42865b0b40dbd94b3db980,821905cc-05ac-405a-84b6-12702b177624,kiln,72
100,add2d6d52c4aad2374cf951836afecbffd3aa496,f59c5520-5f46-4d2c-b2c4-822eabf53419,linkin park,157
101,588dee9e676ea4aded6f8faa5439437c03ec9747,b7ffd2af-418f-4be2-bdd1-22f8b48613da,nine inch nails,6
102,6e0b0e1cc9f88938fbf252abf37601e72be7f05d,e00cc605-4b69-4611-9063-082a033287db,magnetic morning,76
103,e808a083c3004ef543ca3054e821d911c0cb1e16,baf05baf-69fb-47dd-93c2-033536b8c385,brandi carlile,163
104,98c0a693f0b15ddfbb10c083f289cd3661b193b5,329f95db-f02e-40bf-a5f7-0dea11529ce3,enter shikari,70
105,ac8fa4a023028346b6597ad0b010d9b9ecba2f23,cbf71c15-17c2-484f-8406-cfce12fd3e46,reverend horton heat,53
106,ae0cd09c47b137d942bf199eaedd2434e4d9dc92,107c7983-0728-46ea-8550-77e698adf690,the dresden dolls,364
107,a45fb249567d3ddce8476a70d279698d374ccc2a,ac4e1cf6-2d97-4ce0-8052-5359f2685d32,porta,26
108,686f5141c96901d7e358559404c88709bd360e11,592a3b6d-c42b-4567-99c9-ecf63bd66499,chuck berry,437
109,1b0485c3d7d101f63aa9f8282928e375de5eb345,ebee61b4-bbdd-4087-9bcb-d5aa099088ec,james blunt,963
110,85f134656bb12cd4e032fd15397fb0581af88a56,0d5229d9-98f2-4ab6-94a1-4e90779cfa71,snakefinger,155
111,494d979fd387e4852bceb0f5fb174341e8ccc3d8,8027281d-79e4-4ddc-a8a7-6e6bf9254ad3,kid loco,1
112,b0834287d52b8422cbfdaf7384b535b7cb27f5d8,f197a8df-ac2b-4e78-9913-4abf13741f12,os paralamas do sucesso,81
113,24bc87bd1f02e4c5e35f6b358d4445743f723c76,c80f38a6-9980-485d-997c-5c1a9cbd0d64,ryan adams,38
114,8b8fe2405d2db544b9d0642b4643182c014736c5,64b94289-9474-4d43-8c93-918ccc1920d1,billy joel,176
115,b4dfa072f35286bc0851f9efaa3905d5fe52387e,9960700d-2017-40bd-b2d4-1d365d668c81,brett dennen,41
116,db800a63b8dcc15db60b8a5a2d2d15824f46fdd9,1b0b533e-9a62-4a95-9c68-f2e140dde9da,lali puna,79
117,94ebb80e5bcfb508ea174afe6126e4170c74847a,8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,portishead,400
118,4082af5d61af12778b6a9181ad2477a84fd15747,07cc14fb-4784-4a25-804b-2686ed5ef52c,the game,37
119,171a24a8689dd9ff74cd49a1a9a04d96904f2477,17be38e7-97bf-4ead-8432-ba05455b3860,copeland,45
120,9eadc4ad15fe207d4be5126c0045f93472d7dc83,0a5c92c7-4aa7-4324-82ab-8e8e733507cb,inner circle,382
121,6209bef0376b7022d063a0b94b6ae305b950b8f2,b5fa29f1-6c22-4321-a488-b5f363b06b06,the stone roses,351
122,ccb5dc4f08f63087aa432739ba845029387b93b0,f90575d1-abcb-42b3-ae32-1849312c26e6,carla bruni,37
123,972e9be091dcc2c20691192a3f8b2d0320029f0d,daa09819-5da5-4c7a-8bef-eb372bb27ff1,timbaland,55
124,672fe6778b7f903e70d6c74dea3e7bb322c84bf5,7177fefd-be55-4076-a10b-37fab913855e,client,193
125,5a949002f0bdb51b050bc2a072fe71d1ec0ed382,cd71e6e9-42bb-4a1a-b5ce-17f41682b3e2,sam sparro,13
126,a92171a08a25b3266a5470b98faa37661ad3a064,03ad1736-b7c9-412a-b442-82536d63a5c4,elliott smith,272
127,d00a55f31e093e0944ba4eb30d280258ce64fc74,e95634e8-96af-4287-a2a1-91b7cc944c56,primitive reason,37
128,601252a4d23f1c1db874ac12d6574d4cfeb59117,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf,esbjörn svensson trio,10
129,b5da4286cc128931cc1ed9d4d7068514df8caa09,fc5ff119-74ef-4b9c-b736-8b0e5fd3f298,electric president,275
130,9e7459c159db90ffed886b13c8b627316f6d1234,3b1c66fb-98ad-417f-b01e-49baf37f06a3,the coral,65
131,6cb4cf7f59eb2ee504338d5bcc2369c542e30b4e,7e9bd05a-117f-4cce-87bc-e011527a8b18,miley cyrus,104
132,28acc48c017b23646244aebf43b01bd5688e4895,83d91898-7763-47d7-b03b-b92132375c47,pink floyd,19
133,f9208fcadd338384f5f12d53121309eaefcec5c4,c7e6fa51-487d-47ca-b6da-422da2e1104e,hugh grant,44
134,88f39a555aeb2be8cb51c605cea2ea7d509689fc,9beb62b2-88db-4cea-801e-162cd344ee53,beastie boys,87
135,5a44fe227d652800805ce99f7b5df7d40dfcc055,59ee1de4-8677-4e00-a5c7-3ee52af8bf92,the meanie geanies,5
136,f504596a8114359567b19b857cb2f52dd002c7f2,76b2e842-5e85-4c97-ab62-d5bc315595b5,pulp,241
137,f694aaf9fa74449798fc61aec25ae75dd186b2d3,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,evanescence,123
138,ae0c56fbf8c2115fbe8066376eb984107e5b0ac6,186edc09-db32-4d4f-ba71-eed418630c83,martin denny,4
139,2768ef7191e7c1481c9aaf24da2207b74dc2953a,2386cd66-e923-4e8e-bf14-2eebe2e9b973,3 doors down,4
140,3054162a12cb93cabbb396acd7e43dfe1b0e0938,efa2c11a-1a35-4b60-bc1b-66d37de88511,dj shadow,27
141,5a4e35127e31f7192aa3cb6bce1780f489a1dbe1,1b779267-6629-4a25-bbd6-0fe8f37f32a7,deutsch amerikanische freundschaft,66
142,313b9533a24987b918ad0f9f7762abb750d2cb89,f236134b-7ebb-4ba8-b155-1791193d05ec,mario,35
143,29e8bb08b044b5b2907ca0e096eb11308a53145f,83d8a06a-4145-444a-b4ae-49e1e986206f,the birthday massacre,320
144,652a464a1f3055ce947ac2fc32e24f707aff3a09,125ec42a-7229-4250-afc5-e057484327fe,[unknown],408
145,cf2f1fa99028b30e4b84fdc10aa8cd274108d993,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0,maylene and the sons of disaster,239
146,e21279f34249825eb371e0b7ebb82e0baac120ce,2ce02909-598b-44ef-a456-151ba0a3bd70,ray charles,1
147,063c35ff0df44975fa2f1ede14282d66622548c4,5bd41e0a-9d6c-46bf-8198-befd7a90eb49,the grates,68
148,7d90969e3971bd3e19bb1fba45af4148d80fdb11,90952072-a2a5-44cc-afb6-f7cf5808e215,scoobie do,270
149,9713ac77f4aee91e8e54c2018dfd40bdc57b1032,765774a0-2060-469b-8b7d-612eea48579b,helloween,22
150,f23a8ebecc618bb1fe1b5a0778b25a4886f40941,b7ffd2af-418f-4be2-bdd1-22f8b48613da,nine inch nails,193
151,a6918787b326b6ac8fe4d4a0c8c88ecbb7ada29c,0bf220da-eb15-4bf2-9460-f640aaeda272,rhythm & sound,75
152,062c3a27808341862c7203a95008d16de008258e,c2a44e93-3a2b-44aa-bd8b-7a71bb76e3b5,plus 44,1025
153,2baa8af9fcf40dfbd1638eb6b061423e3a7aa6aa,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,the smiths,40
154,5baf7091a7b3d89062aace2c6a602a4916c2a58c,f7eb0622-c43c-4c46-871b-6ed9966bce62,uh huh her,126
155,86e980ac8d220d9e9af4f689c313815c4aba5bf0,8b26c72c-0162-4cb5-aa9f-c22835988a25,three drives,99
156,a9b9b748709a74a6be8a8ff963a90c7190f03cc4,2119beb8-6ac5-4f21-82a4-b831c90c0024,damien rice,350
157,a750678da87894ed87d218401c4fc3468385c29d,61aa53e3-b684-462c-8da3-c5232f0c977f,extortion,28
158,22adeba0354cbd4cc472f2f81b661e8eefe4ca29,7d56cd51-6496-4626-a26f-341457f130dc,capsule,534
159,7f2360cde0ac20ae496cf9bb9ce8769a92a2d159,ba8b72b4-6e97-4175-a0ac-f1702300aca0,skyfire,471
160,c74f013c405d0a636de7ada3e52c1be573ece6ec,ffb18e19-64a4-4a65-b4ce-979e00c3c69d,the album leaf,95
161,cd3f652ce7be60f8db45d2ddf3d3c9bf28bad5d8,27870d47-bb98-42d1-bf2b-c7e972e6befc,georg friedrich händel,64
162,e92ddeb37e7a50a003954728f9b481ccdfb6b44a,4d7928cd-7ed2-4282-8c29-c0c9f966f1bd,alice cooper,160
163,62d95579e9e072a501acd927070ed6e41ca5e02c,2ab30461-12e3-4c97-b716-c39f13015d29,jonathan larson,71
164,50bb21bd6b24e7ebcde09d5600035c67c7af933d,2251718f-7b5c-4a92-9267-895125c594d3,sodom,303
165,39f1a64a7aa2b534ec5cf05a7961cc7eecb72b59,04c9df6d-a6e9-43c0-a480-c8d85d6759d6,yussuf jerusalem,308
166,97c070b400901555f3b7d629672620c4513fadfa,516cef4d-0718-4007-9939-f9b38af3f784,fall out boy,418
167,92aaba1ba8a87d27d0ee8e80bc294b9ac4718704,e76d46ee-d426-49b8-9210-92aeda11a978,roberta sá,16
168,49514aab5fe4db3574acf183bfa32fa6059898ad,c7732cf8-e9a1-46f1-9133-84d930f3187a,jedi mind tricks,138
169,bf09a33048b50d30c34a92b8aaad484eb76fdcb0,a466c2a2-6517-42fb-a160-1087c3bafd9f,slipknot,365
170,7baf6f2e64a40ebdc87d4f04f73f5bc760bac864,e70f13fd-dd10-4eb9-aadb-3d9d301d70da,phobia,792
171,5c812d92339c6d9d2b6be6b4d9ea7214faef6b17,80e8a7f9-fbfc-4f43-921f-94b1b77379ce,nightmare,22
172,375a17efc9c70f90395c9257a347f72077c1dd5b,23d976dd-e924-486b-86a9-8dca58c8bc4d,eyedea & abilities,10
173,2db628f45d2ac31b28006bcacdd5d5eabd1c2b47,78e46ae5-9bfd-433b-be3f-19e993d67ecc,rufus wainwright,14
174,b983963c05639098c64c86c7f4416729e464cb29,35098f2d-e803-4bc6-bd0e-09c57468977b,revolverheld,84
175,071d66d1e0a3c5ff8d6a99f04f671016708d8fe1,a96ac800-bfcb-412a-8a63-0a98df600700,modest mouse,721
176,f0d2d5d406de6929611eadda305cbf2593c81161,806fa825-07b6-41a3-b60c-e58836063777,sture alléns dansorkester,156
177,1d9892c80fc1aea3e04c3bc95d36a8839c0ac3dc,ddf919d1-02c7-44a4-a7b4-1d1c5cfc82d4,jokke med tourettes,19
178,f8388598625ca7d5db21d440ebfb6b2b31f4635b,188711ed-c99b-439c-844a-ca831f63a727,mf doom,472
179,c4035f89886c3ca2304361cccf972f9e37cdf8ea,cc0b7089-c08d-4c10-b6b0-873582c17fd6,system of a down,191
180,cb4948d250d3b6c05cbe6e998be47825a7db5582,cc197bad-dc9c-440d-a5b5-d52ba2e14234,coldplay,1088
181,3846d6b3a55d5278ec1bc4e307fd7c1defbfac33,592b7ab0-fa93-44cc-8b1d-b8b0f1f3eeca,ayin,101
182,e54b71f9e9133831487102b1dd3f0b4b6f3b5621,33b3c323-77c2-417c-a5b4-af7e6a111cc9,the jimi hendrix experience,50
183,c28df5da8f9e61a038a34d5ec4e28562e3e16a27,9c9f1380-2516-4fc9-a3e6-f9f61941d090,muse,134
184,912db7da802833d17ccf9ca16d962c93ddd5b37e,1a61a86b-b70b-4580-905f-0edf12143221,安藤裕子,76
185,7d0bebe703b2ade0cec6c60322c7f9b6ec1c801b,c89ea689-c053-4d97-bada-8b81a6236f58,chromatics,540
186,b9c5b77b511c745941bfb04e1910e85a434e6b10,f04cc80e-0f59-45b8-aaf4-ac81035644e9,and one,87
187,25590d759a21780a5e94d9d98f234c99f5c83b4c,3eab4de9-a578-4327-8909-f90ffc1b8ae5,blumentopf,69
188,0a52cd1425738655c407e8b922870e433ed2b523,79239441-bfd5-4981-a70c-55c3f15c1287,madonna,16
189,8128151b4cdf6cc9fb4c232aa74b16f59bd91a83,e20747e7-55a4-452e-8766-7b985585082d,frank zappa,132
190,1400b310b4f9975c9122d827f98d4823ad0d0718,4f8b7186-b2a2-40db-97ae-6e1cd46d57b1,all that remains,476
191,1b8862ea314e1506f397e189345af1f3a87875a4,24f1766e-9635-4d58-a4d4-9413f9f98a4c,johann sebastian bach,41
192,9d5b8db3b3622607ab5db0bbc7dcd2d078f85300,7e13cd1c-0300-4d03-bd8e-5f86dd99d74f,at the drive-in,261
193,99643fe20d6c6728d0b2092fbabbc08e96fe045a,4236acde-2ce2-441c-a3d4-38d55f1b5474,explosions in the sky,146
194,634a5c6593cf4ca8c4ad7cc9b6f5b7145a08bf10,8f92558c-2baa-4758-8c38-615519e9deda,the clash,69
195,02197338f4446ed62055d0e03bbdb3755540d304,a066b730-3809-4b39-a091-2297d40b51db,mylo,116
196,f8f61403c51959ff94bd1023113bfdb457da4695,b071f9fa-14b0-4217-8e97-eb41da73f598,the rolling stones,38
197,98fc409601ef014f80fe953aee1f4ff72bd6ef43,83d8a06a-4145-444a-b4ae-49e1e986206f,the birthday massacre,425
198,c0bc32eba0fc95a27f187b60d1e893bc9fb73b8d,8dd7d6f8-8ede-4ecd-84a6-e40dd235c075,al martino,29
199,bb5ec7441e9f19d187d8e598cd62296b0c8cbe33,962e1b1b-a670-4c60-bacd-7b001301b37f,15,25
200,b75ac4c4fd17db41300971853ea8120c277fca35,ae1b47d5-5128-431c-9d30-e08fd90e0767,coheed and cambria,285
201,4322011059d87c5be08d7f5165e23e63a818a3cd,fa6521a7-56b5-4e56-b946-fda469becba9,4 strings,7
202,2c3e5682510e74030a0cf7b0af4450856f505676,ec638d1f-2bfe-45c6-a423-c1132bee04a0,dark age,128
203,15e9d973e481fa19ac06cc7b25b915bf002c366f,6409a09d-826f-43a7-90dc-9650a848742c ,dsound,31
204,cf9e4c5a5f6080adb30c6e1da9a98b68ed5cfa7d,21f3573f-10cf-44b3-aeaa-26cccd8448b5,the black dahlia murder,251
205,0215da84e7f7d75124214363949c0d2239d50ddf,31cc08f3-838d-4160-bcd9-a691dd126901,lou reed & john cale,6
206,ea8c253c5321c038cb425959f7e62427f9ba2817,078a9376-3c04-4280-b7d7-b20e158f345d,a perfect circle,17
207,83335bc8e7b8440e046886a612feddf8fa092234,ea4dfa26-f633-4da6-a52a-f49ea4897b58,r.e.m.,56
208,b03c20f9f04ab9fa2071a90ae1e6e43146ee3533,fa34b363-79df-434f-a5b8-be4e6898543f,ludovico einaudi,40
209,474fd0d09324522d871a75f7cd246bf8bb04649b,678d88b2-87b0-403b-b63d-5da7465aecc3,led zeppelin,10
210,b8114572cc33550b1e22701e7487b6b656c876bf,7d3f44ce-e9ac-45ef-92c9-3ec380d5dc60,frankenstein drag queens from planet 13,43
211,f47464985fe5853065dabfbf603571519335dd6b,d530dbf9-69b1-404f-98f2-0431104f5a1e,bullet for my valentine,160
212,af462d0ef5b497551270be2372edd02533a7004b,2386cd66-e923-4e8e-bf14-2eebe2e9b973,3 doors down,60
213,9bbbc9feba8e2b4bdda3272ddb9a67a1c3200b98,8a7ca8b0-d23c-4eff-8fe9-6220ba5c9c76,daniel johnston,284
214,79e0892ba2340c7324f264563b35a0b39e02c973,4969b1a9-685b-4381-aac2-c3337495f629,burning star core,14
215,14e7a49727ce1146b0fecea4f94c588c07c7b6f4,a8da1963-11f3-4b42-af24-1bccf7132082,oi polloi,290
